date,time_class,opening,move_no,side,phase,sharp,loss,played,best,fen,game
2026-08-15,rapid,Pirc Defense,16,white,middlegame,False,41.6,Bg6,O-O-O,r1bqr1k1/pppn1p2/7p/3Qb1p1/8/2PB2BP/PP3PP1/R3K1NR w KQ - 0 16,https://www.chess.com/game/live/173038587878
2026-08-15,rapid,French Defense Normal Variation,6,black,opening,False,28.3,Be7,Qd8,rnb1kbnr/1pp2pp1/p2ppq1p/8/3PP3/3BBN2/PPP2PPP/RN1QK2R b KQkq - 1 6,https://www.chess.com/game/live/173034908174
2026-08-15,rapid,French Defense Normal Variation,19,black,middlegame,False,21.7,Be6,Nxe3,r4rk1/1pp2pp1/p6p/3nq3/6b1/P1PBB3/1P1Q1PPP/2K1R2R b - - 2 19,https://www.chess.com/game/live/173034908174
2026-08-15,rapid,French Defense Normal Variation,21,black,middlegame,False,28.6,c6,Nxe3,r4rk1/1pp2pp1/p3bq2/3n4/8/P1PBB3/1P1Q1PPP/2K1R2R b - - 2 21,https://www.chess.com/game/live/173034908174
2026-08-15,rapid,French Defense Normal Variation,22,black,middlegame,False,25.7,Qg6,Qf4,r4rk1/1p3pp1/p1p1bq2/3n4/3B4/P1PB4/1P1Q1PPP/2K1R2R b - - 1 22,https://www.chess.com/game/live/173034908174
2026-08-15,rapid,French Defense Normal Variation,26,black,middlegame,False,21.0,Qg6,Qh7,r4rk1/1p3pp1/p1p5/3nRq2/3B4/P1P4P/1P1Q1PP1/2K3R1 b - - 1 26,https://www.chess.com/game/live/173034908174
2026-08-15,rapid,French Defense Normal Variation,27,black,middlegame,False,23.1,b6,f6,r4rk1/1p3pp1/p1p3q1/3nR3/3B2P1/P1P4P/1P1Q1P2/2K3R1 b - - 0 27,https://www.chess.com/game/live/173034908174
2026-08-13,rapid,Kings Pawn Opening,11,white,opening,False,49.0,O-O,Nf4,r1b1k1r1/pp2bp1p/n1pp1n2/8/4P3/3P1B1N/PPP2PPP/RNB1K2R w KQ - 2 11,https://www.chess.com/game/live/172957717718
2026-08-13,rapid,Kings Pawn Opening Kings Knight Variation,12,black,opening,False,35.4,Bf6,Nd7,rnb1k1nr/1q2bpp1/p1pp3p/4p3/4P3/1BN2NB1/PPPQ1PPP/R3K2R b KQkq - 5 12,https://www.chess.com/game/live/172950906460
2026-08-13,rapid,Kings Pawn Opening Kings Knight Variation,7,black,opening,False,20.3,Qc6,Qh7,rnb1kbnr/ppp2pp1/3p3p/4p1B1/3Pq3/2N2N1P/PPP1BPP1/R2QK2R b KQkq - 1 7,https://www.chess.com/game/live/172915355008
2026-08-13,rapid,Kings Pawn Opening,26,white,middlegame,True,33.3,f3,f4,r1q2rk1/3bbp2/p2p2pp/2pPp2N/1pP4P/1P1P2Q1/PB3PP1/1R3RK1 w - - 1 26,https://www.chess.com/game/live/172914967654
2026-08-13,rapid,Kings Pawn Opening,34,white,middlegame,True,92.7,fxg5,Qxf7+,r2q2r1/3b1p1k/p2p3p/2pP2bQ/1pP2P2/1P1P4/PB6/1R3RK1 w - - 1 34,https://www.chess.com/game/live/172914967654
2026-08-12,rapid,Vienna Game,9,black,opening,False,20.2,Bg4,Nd7,rn2k1nr/pp2bpp1/2pp2qp/3Pp3/4P3/2N2NPb/PPP1BP1P/R1BQR1K1 b kq - 2 9,https://www.chess.com/game/live/172868894332
2026-08-12,rapid,Vienna Game,20,black,middlegame,True,46.1,Bxf3,Nge7,r4knr/5pp1/PbnN1q1p/2pQp3/1p2P1b1/5NP1/2P1BP1P/R1B1R1K1 b - - 2 20,https://www.chess.com/game/live/172868894332
2026-08-12,rapid,Queens Pawn Opening Horwitz Defense,7,black,opening,False,34.1,Nge7,g5,r1b1kbnr/1pp2pp1/p1nppq1p/8/3P1B2/2NBPN2/PPP2PPP/R2QK2R b KQkq - 2 7,https://www.chess.com/game/live/172868485264
2026-08-12,rapid,Queens Pawn Opening Horwitz Defense,13,black,middlegame,False,30.0,Bf6,e5,r1b2rk1/1pp1bpp1/p1npp2p/8/3PNB1q/P1Q1P3/1PP1BPPP/R3K2R b KQ - 6 13,https://www.chess.com/game/live/172868485264
2026-08-12,rapid,Queens Pawn Opening Horwitz Defense,14,black,middlegame,False,33.2,e5,Bd8,r1b2rk1/1pp2pp1/p1nppb1p/8/3PNB1q/P2QP3/1PP1BPPP/R3K2R b KQ - 8 14,https://www.chess.com/game/live/172868485264
2026-08-12,rapid,Pirc Defense Main Line,8,white,opening,False,29.3,Qf3,e5,r2qk2r/pppbppbp/2np1np1/8/3PP3/P1N1Q2P/1PP2PP1/R1B1KBNR w KQkq - 1 8,https://www.chess.com/game/live/172868257612
2026-08-10,rapid,Kings Pawn Opening,6,white,opening,True,40.4,d3,Qxf6,r1bqkb1r/ppppnp1p/5np1/4p3/2B1P3/2P2Q2/PP1P1PPP/RNB1K1NR w KQkq - 1 6,https://www.chess.com/game/live/172773314764
2026-08-10,rapid,Kings Pawn Opening,7,white,opening,True,30.2,exd5,Qxf6,r1bqkb1r/ppp1np1p/5np1/3pp3/2B1P3/2PP1Q2/PP3PPP/RNB1K1NR w KQkq - 0 7,https://www.chess.com/game/live/172773314764
2026-08-10,rapid,Kings Pawn Opening,27,white,middlegame,False,32.0,hxg4,Rad1,1k3r2/N1p5/1p1qp1p1/2r5/6p1/Q6P/PP3PP1/R4RK1 w - - 0 27,https://www.chess.com/game/live/172773314764
2026-08-10,rapid,Kings Pawn Opening,28,white,middlegame,False,30.7,g3,f4,1k5r/N1p5/1p1qp1p1/2r5/6P1/Q7/PP3PP1/R4RK1 w - - 1 28,https://www.chess.com/game/live/172773314764
2026-08-10,rapid,Kings Pawn Opening,30,white,middlegame,True,39.0,Kg2,Rf2,1k5r/N1p5/1p2p1p1/2r5/3q2P1/Q4PP1/PP6/R4RK1 w - - 1 30,https://www.chess.com/game/live/172773314764
2026-08-09,rapid,Kings Pawn Opening Kings Knight Variation,12,black,opening,True,60.9,dxe5,Qxf3,rn2k1nr/pp2bpp1/2pp1q1p/4P3/2BQ4/1PN2NP1/P1P2P1P/R1B2K2 b kq - 0 12,https://www.chess.com/game/live/172764203198
2026-08-09,rapid,Kings Pawn Opening Kings Knight Variation,16,black,middlegame,True,61.2,Nxe5,Qxe5,r4knr/pp2bBp1/2n2q1p/2pNN3/8/1P2Q1P1/P1P2P1P/R1B2K2 b - - 2 16,https://www.chess.com/game/live/172764203198
2026-08-09,rapid,Kings Pawn Opening Kings Knight Variation,35,black,middlegame,False,25.8,Rg6,Ng6,2r3r1/4nk2/5b1p/7Q/1B6/6P1/P1P2P1P/5K2 b - - 4 35,https://www.chess.com/game/live/172764203198
2026-08-09,rapid,Kings Pawn Opening Kings Knight Variation,41,black,middlegame,False,80.3,Rf1+,Rc1+,8/4n1k1/7p/5r2/1B1b4/6PQ/P1r4P/7K b - - 3 41,https://www.chess.com/game/live/172764203198
2026-08-09,rapid,Vienna Game,13,black,middlegame,False,24.9,Bxc3,Qg8,rnb1k2N/pp4pp/2p2n2/4p3/1bq1P3/2N1BQ2/PPP3PP/R4RK1 b q - 0 13,https://www.chess.com/game/live/172751415048
2026-08-09,rapid,Vienna Game,15,black,middlegame,False,23.3,Na6,Bg4,rnb1k2N/pp4pp/2p2n2/4p3/4P3/2q1BQ2/P1P3PP/2R2RK1 b q - 1 15,https://www.chess.com/game/live/172751415048
2026-08-09,rapid,Vienna Game,17,black,middlegame,False,22.1,Bg4,Be6,r1b1k2N/pp4pp/n1p2n2/4p1B1/4P3/5R2/P1P3PP/2R3K1 b q - 0 17,https://www.chess.com/game/live/172751415048
2026-08-09,rapid,Vienna Game,18,black,middlegame,False,53.5,O-O-O,Ke7,r3k2N/pp4pp/n1p2n2/4p1B1/4P1b1/8/P1P3PP/2R2RK1 b q - 2 18,https://www.chess.com/game/live/172751415048
2026-08-09,rapid,Kings Pawn Opening,4,white,opening,False,59.8,Qg4,Qxe5+,rnb1kb1r/pppp1ppp/5q1n/4p2Q/4P3/5N2/PPPP1PPP/RNB1KB1R w KQkq - 4 4,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,12,white,opening,False,36.2,Ne3,Qxc7,r1b1k1r1/p1p2ppp/5q1n/1pbP4/2N5/3P2Q1/PP1P1PPP/RNB2RK1 w q - 0 12,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,21,white,middlegame,False,36.2,Rxa3,d4,1k1r2r1/2p2ppp/p1Pb3n/8/8/p2PNP2/1P1P1P1P/R1B2RK1 w - - 0 21,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,34,white,middlegame,True,33.1,Rb1,fxg5,6r1/2p2p2/p7/3k2p1/P4PKp/2BrP2P/3P4/5R2 w - - 2 34,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,36,white,middlegame,True,33.2,Rb7,fxg5,6r1/2p2p2/p7/3k2p1/PR3PKp/2BrP2P/3P4/8 w - - 6 36,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,57,white,endgame,False,35.5,d6,Rf3,k7/P4R2/2K5/3P4/8/8/8/3r4 w - - 5 57,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,58,white,endgame,True,36.0,Kd5,Kd7,k7/P4R2/2KP4/8/8/8/8/2r5 w - - 1 58,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,60,white,endgame,True,36.0,Kf6,Kd7,k7/P4R2/3PK3/8/8/8/8/4r3 w - - 5 60,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,61,white,endgame,False,35.6,Kg7,Ke6,k7/P4R2/3P1K2/8/8/8/8/5r2 w - - 7 61,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,64,white,endgame,False,35.3,Ke7,Rd8+,k4K2/P2R4/3P4/8/8/8/8/2r5 w - - 13 64,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,66,white,endgame,False,37.0,Rc7,Re7,k2K4/P2R4/3P4/8/8/8/8/6r1 w - - 17 66,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Kings Pawn Opening,69,white,endgame,False,23.0,d7,Rc8+,k7/P1R5/2KP4/8/8/8/8/6r1 w - - 23 69,https://www.chess.com/game/live/172729724986
2026-08-09,rapid,Scandinavian Defense,15,white,middlegame,False,23.0,Qg4,Rh2,rnb2rk1/ppq2p1p/3p1bp1/2p3BQ/2B5/2PP3P/PP2NPn1/RN3K1R w - - 0 15,https://www.chess.com/game/live/172729111122
2026-08-08,rapid,Queens Pawn Opening Horwitz Defense,10,black,opening,True,33.0,Qf6,Qg5,rnb1kb1r/1pp2pp1/p2p2qp/3Pp2n/4P2N/2NB2B1/PPP2PPP/R2QK2R b KQkq - 6 10,https://www.chess.com/game/live/172720149118
2026-08-08,rapid,French Defense Advance Variation,16,white,middlegame,False,55.6,axb4,Nf4,r1bq1rk1/4bppp/p1n5/3NPp2/1p1P4/P4N1P/1P3PP1/R1BQ1RK1 w - - 1 16,https://www.chess.com/game/live/172715545248
2026-08-08,rapid,Kings Pawn Opening Leonardis Variation,10,black,opening,False,23.7,Ba5+,Qxb2,rn2k1nr/ppp2pp1/1b1p1q1p/8/4PB2/3P1NPP/PPP3B1/R2QK2R b KQkq - 0 10,https://www.chess.com/game/live/172714664056
2026-08-08,rapid,Kings Pawn Opening Leonardis Variation,15,black,middlegame,False,20.5,Bb6,b5,1r3rk1/ppp1npp1/2np1q1p/b7/Q3PB2/2PP1NPP/PP4B1/2KRR3 b - - 8 15,https://www.chess.com/game/live/172714664056
2026-08-08,rapid,Queens Pawn Opening Horwitz Defense,17,black,middlegame,False,27.1,Ng6,g5,rn1bk2r/1pp1npp1/p2p1q1p/3Pp3/4P1QN/4B1P1/PPPN1P1P/3RR1K1 b kq - 2 17,https://www.chess.com/game/live/172683435698
2026-08-08,rapid,Queens Pawn Opening Horwitz Defense,19,black,middlegame,False,22.9,O-O,Nd7,rn1bk2r/1pp2pp1/p2p1q1p/3Pp3/4P1QN/4B1P1/PPP2P1P/3RR1K1 b kq - 0 19,https://www.chess.com/game/live/172683435698
2026-08-08,rapid,Queens Pawn Opening Horwitz Defense,21,black,middlegame,False,22.2,c6,Kh7,rn1b1rk1/1pp2p2/p2p1q1p/3PpNpQ/4P3/4B1P1/PPP2P1P/3RR1K1 b - - 1 21,https://www.chess.com/game/live/172683435698
2026-08-08,rapid,Kings Pawn Opening Kings Knight Variation,17,black,middlegame,False,35.3,Bb7,Qxa1,r1b2rk1/4bpp1/3p1n1p/p3q3/1pP1P3/1P6/2B2PPP/RNBQR1K1 b - - 0 17,https://www.chess.com/game/live/172683120352
2026-08-08,rapid,Kings Pawn Opening Kings Knight Variation,37,black,endgame,False,37.3,e5,Rc2+,8/8/4p3/1R1p3p/3k4/1pr3P1/3K1P1P/8 b - - 7 37,https://www.chess.com/game/live/172683120352
2026-08-08,rapid,Nimzowitsch Defense,7,white,opening,False,23.3,exf6,h4,r1bqk1nr/ppp3bp/2n1p1p1/3pPp2/3P4/2P2Q1P/PP3PP1/RNB1KBNR w KQkq f6 0 7,https://www.chess.com/game/live/172680331812
2026-08-08,rapid,Nimzowitsch Defense,20,white,middlegame,False,36.2,Nf3,Nf1,1k4nr/ppp4p/6p1/8/6B1/2Pbr2P/PP1N2P1/2KR3R w - - 0 20,https://www.chess.com/game/live/172680331812
2026-08-08,rapid,Nimzowitsch Defense,26,white,middlegame,False,33.4,a3,Kc2,1k1r4/ppp4p/4R1p1/7n/3N4/2P4P/PP4P1/3K4 w - - 1 26,https://www.chess.com/game/live/172680331812
2026-08-08,rapid,Nimzowitsch Defense,58,white,endgame,False,47.5,Rc7,Rh7,8/R7/1P6/K1nk4/8/1r6/8/8 w - - 5 58,https://www.chess.com/game/live/172680331812
2026-08-07,rapid,Alekhines Defense,9,white,opening,False,35.4,Be3,cxb4,r2qkb1r/p1pp1pp1/bpn1p2p/4P3/1n1P4/1BP2Q2/PP2NPPP/RNB1K2R w KQkq - 2 9,https://www.chess.com/game/live/172678377566
2026-08-07,rapid,Alekhines Defense,34,white,middlegame,True,36.2,Qxf2,Rxf2,2k5/3p1pp1/1pp1p3/4P3/P2P3r/4QP1n/2R2q1N/7K w - - 3 34,https://www.chess.com/game/live/172678377566
2026-08-07,rapid,Alekhines Defense,66,white,endgame,True,21.6,fxe5,Nd7+,5N2/8/8/2k1pp2/2p2P2/2K5/8/8 w - - 0 66,https://www.chess.com/game/live/172678377566
2026-08-07,rapid,Kings Pawn Opening,7,white,opening,False,21.5,b4,d3,r1bq1rk1/pppp1pbp/2n2np1/4p3/2B1P3/2P2Q1P/PP1P1PP1/RNB1K1NR w KQ - 1 7,https://www.chess.com/game/live/172656636356
2026-08-07,rapid,Kings Pawn Opening,24,white,middlegame,False,83.9,Nxd4,Nd2,r3r1k1/2p1qpbp/6p1/pP6/P2p1B1n/3Q3P/4NP1R/RN1B1K2 w - - 3 24,https://www.chess.com/game/live/172656636356
2026-08-07,rapid,French Defense Normal Variation,21,black,middlegame,True,27.0,Qf5,Qxc1,2r3nr/kp3pp1/p6p/2q5/Q7/5N1P/PP3PP1/2R1R1K1 b - - 2 21,https://www.chess.com/game/live/172639192226
2026-08-07,rapid,French Defense Normal Variation,29,black,middlegame,False,53.3,Rxd4,Qc1,k1r5/1p3R2/p6p/8/3N2Q1/5P1P/Pq4PK/3r4 b - - 2 29,https://www.chess.com/game/live/172639192226
2026-08-07,rapid,French Defense Normal Variation,31,black,middlegame,True,25.0,Ka8,Qb6,8/kp3R2/p6p/2Q5/3r4/5P1P/Pq4PK/8 b - - 2 31,https://www.chess.com/game/live/172639192226
2026-08-07,rapid,French Defense Normal Variation,12,black,opening,False,38.5,Nf6,Be7,r1b1kbnr/1pp2pp1/p2p3p/8/5P2/2PBq3/PP4PP/RN1Q1R1K b kq - 1 12,https://www.chess.com/game/live/172639031686
2026-08-07,rapid,French Defense Normal Variation,13,black,middlegame,False,39.1,Bg4,Qxe1+,r1b1kb1r/1pp2pp1/p2p1n1p/8/5P2/2PBq3/PP4PP/RN1QR2K b kq - 3 13,https://www.chess.com/game/live/172639031686
2026-08-07,rapid,Kings Pawn Opening,11,white,opening,False,31.7,O-O,Qxf6,r3kb1r/1ppq1p2/p2pbnpp/n3p3/4P3/2PP1Q1P/PPB1NPP1/RNB1K2R w KQkq - 3 11,https://www.chess.com/game/live/172638641902
2026-08-07,rapid,Kings Pawn Opening,12,white,opening,False,33.3,b4,Qxf6,r3kb1r/1ppq1p2/p1npbnpp/4p3/4P3/2PP1Q1P/PPB1NPP1/RNB2RK1 w kq - 5 12,https://www.chess.com/game/live/172638641902
2026-08-07,rapid,Kings Pawn Opening,13,white,middlegame,False,31.7,Rd1,Qxf6,r3kb1r/1ppq1p2/p1n1bnpp/3pp3/1P2P3/2PP1Q1P/P1B1NPP1/RNB2RK1 w kq - 0 13,https://www.chess.com/game/live/172638641902
2026-08-07,rapid,Kings Pawn Opening,14,white,middlegame,False,30.7,a4,Qxf6,r3k2r/1ppq1p2/p1nbbnpp/3pp3/1P2P3/2PP1Q1P/P1B1NPP1/RNBR2K1 w kq - 2 14,https://www.chess.com/game/live/172638641902
2026-08-07,rapid,Kings Pawn Opening,25,white,middlegame,False,53.5,Nf3,Kh2,r4rk1/1ppq1p2/p4bpp/2P1p3/PP1nP3/B1NQ3b/3N1P2/RB1R2K1 w - - 0 25,https://www.chess.com/game/live/172638641902
2026-08-06,rapid,Kings Pawn Opening,46,white,endgame,False,26.1,Ke4,g5,8/p1p2k2/P2pb2p/1Pp4P/2P2KP1/3P1B2/8/8 w - - 4 46,https://www.chess.com/game/live/172627954480
2026-08-06,rapid,Kings Pawn Opening,54,white,endgame,True,41.7,Kb7,Kxc7,8/p1p5/P1K5/1P5p/2P3k1/8/8/8 w - - 0 54,https://www.chess.com/game/live/172627954480
2026-08-06,rapid,Vienna Game,10,black,opening,False,22.1,h6,Nb6,r1b1kb1r/pp1nqppp/2pp4/4P3/2BP1Q2/2N2N2/PPP3PP/R3K2R b KQkq - 3 10,https://www.chess.com/game/live/172593050358
2026-08-06,rapid,Vienna Game,14,black,middlegame,False,35.6,Bd7,Qf6,r1b1kb1r/pp2q1p1/1np1p2p/3pN3/3P1Q2/1BN5/PPP3PP/2KR3R b kq - 3 14,https://www.chess.com/game/live/172593050358
2026-08-05,rapid,Queens Pawn Opening Horwitz Defense,8,black,opening,True,31.1,Qg6,Qd8,r1b1kbnr/1pp2pp1/p1np1q1p/3N4/2P1P3/P4N2/1P3PPP/R1BQKB1R b KQkq - 0 8,https://www.chess.com/game/live/172545183032
2026-08-05,rapid,Queens Pawn Opening Horwitz Defense,25,black,middlegame,True,50.2,Bd7,Kc8,q2k3r/1p3pp1/p1bQ1b1p/8/1PP5/P7/3N4/R2K1R2 b - - 0 25,https://www.chess.com/game/live/172545183032
2026-08-05,rapid,Queens Pawn Opening Horwitz Defense,30,black,middlegame,False,59.7,Bf5+,Ba4+,q1k1r3/1p1b1pp1/p2Q1b1p/8/1PP5/P7/2KN4/1R3R2 b - - 10 30,https://www.chess.com/game/live/172545183032
2026-08-04,rapid,Kings Pawn Opening Kings Knight Variation,15,black,middlegame,True,36.8,Bh3,Bd6,rn3rk1/pp2bpp1/2p3qp/4Q3/2B1P1b1/2N1B3/PPP2PP1/R4RK1 b - - 0 15,https://www.chess.com/game/live/172520970382
2026-08-04,rapid,Kings Pawn Opening Kings Knight Variation,30,black,middlegame,False,50.4,f6,Bxc6,r4rk1/p1b2pp1/1pN4p/3bP3/PP3R2/2PB2P1/6P1/R6K b - - 4 30,https://www.chess.com/game/live/172520970382
2026-08-04,rapid,Kings Pawn Opening,46,white,endgame,False,36.0,Rxf7+,Rb4,5k2/1pp2r2/3p4/3P4/5RP1/6K1/8/8 w - - 0 46,https://www.chess.com/game/live/172497397062
2026-08-03,rapid,Bishops Opening,10,black,opening,True,36.7,Bxg5,Bg4,rnb1k1nr/1p2bpp1/p1pp2q1/4p1B1/2B1P3/2NP1N1P/PPPQ1P2/R3K2R b KQkq - 2 10,https://www.chess.com/game/live/172452292224
2026-08-03,rapid,Bishops Opening,11,black,opening,False,27.6,Rxh3,Be6,rnb1k1nr/1p3pp1/p1pp2q1/4p1N1/2B1P3/2NP3P/PPPQ1P2/R3K2R b KQkq - 0 11,https://www.chess.com/game/live/172452292224
2026-08-03,rapid,Kings Pawn Opening Kings Knight Variation,17,black,middlegame,False,34.1,Rfd8,Rfc8,r4rk1/p2N1ppp/3R2n1/1p6/4P3/5P2/PPP2PbP/2KR4 b - - 3 17,https://www.chess.com/game/live/172452153978
2026-08-03,rapid,Kings Pawn Opening Kings Knight Variation,18,black,middlegame,False,40.7,Nf4,Re8,r2r2k1/p2N1ppp/3R2n1/1p6/4P3/3R1P2/PPP2PbP/2K5 b - - 5 18,https://www.chess.com/game/live/172452153978
2026-08-03,rapid,Kings Pawn Opening Kings Knight Variation,24,black,middlegame,False,61.8,Nc5,Bc6,3r2k1/3P1pp1/pN2n2p/1p6/5P2/4R3/PPP2PbP/2K5 b - - 0 24,https://www.chess.com/game/live/172452153978
2026-08-03,rapid,Kings Pawn Opening,30,white,middlegame,True,41.9,Kg2,f4,4r1k1/2p2p1p/5qp1/p2Pb3/P1Q5/2P3Pn/5P2/1R2R2K w - - 0 30,https://www.chess.com/game/live/172451875094
2026-08-03,rapid,Kings Pawn Opening,31,white,middlegame,True,32.2,Rf1,Qe2,4r1k1/2p2p1p/5qp1/p2Pb3/P1Q5/2P3P1/5nK1/1R2R3 w - - 0 31,https://www.chess.com/game/live/172451875094
2026-08-03,rapid,Kings Pawn Opening,57,white,endgame,True,30.6,c7,Rb1,3r4/PR6/2P5/8/4kp2/6p1/6Kp/8 w - - 2 57,https://www.chess.com/game/live/172451875094
2026-08-03,rapid,Kings Pawn Opening,60,white,middlegame,False,47.5,a8=Q,c8=Q,8/PRPr4/8/8/4kpK1/6p1/8/7q w - - 2 60,https://www.chess.com/game/live/172451875094
2026-08-02,rapid,Kings Pawn Opening,11,black,opening,False,33.1,c6,g4,r1b1k2r/ppp1n1p1/n2p1p2/1N2p1p1/3PP3/5N1P/PPP2PP1/R3KB1R b KQkq - 0 11,https://www.chess.com/game/live/172440362632
2026-08-02,rapid,Kings Pawn Opening,24,black,middlegame,False,26.8,Rc6,Rc7,5rk1/p5p1/p2p1p2/2rnpN2/4R3/P5P1/1PP2P2/R2K4 b - - 2 24,https://www.chess.com/game/live/172440362632
2026-08-02,rapid,Kings Pawn Opening,26,black,middlegame,False,42.2,a5,Kf7,5rk1/p5p1/pnrp1p2/4pN2/2P1R3/PP4P1/5P2/R2K4 b - - 0 26,https://www.chess.com/game/live/172440362632
2026-07-30,rapid,French Defense Steinitz Attack,12,white,opening,True,26.7,a3,dxc5,r1b1k2r/pppp1ppp/8/2bnPp2/3P1P2/2P3P1/PP5P/RNB1K1NR w KQkq - 1 12,https://www.chess.com/game/live/172301949648
2026-07-30,rapid,French Defense Steinitz Attack,14,white,middlegame,True,26.8,Nbd2,c4,r1b1k2r/pppp2pp/1b3p2/3nPp2/3P1P2/P1P2NP1/1P5P/RNB1K2R w KQkq - 0 14,https://www.chess.com/game/live/172301949648
2026-07-30,rapid,French Defense Steinitz Attack,17,white,middlegame,False,20.9,Na1,Bxe3,r3k2r/ppp3pp/1b1pbp2/4Pp2/3P1P2/PNP1nNP1/1P5P/1RB1K2R w Kkq - 2 17,https://www.chess.com/game/live/172301949648
2026-07-30,rapid,French Defense Steinitz Attack,30,white,middlegame,True,24.1,Nd2,Nxb6,r6r/1pp2k2/1b1p3p/4Pp2/pPNP2pN/PbP1B1P1/7P/4R1K1 w - - 2 30,https://www.chess.com/game/live/172301949648
2026-07-30,rapid,French Defense Steinitz Attack,39,white,middlegame,False,24.6,Nb6,cxb6,r3r3/5k2/2pP1b2/1pP2p1p/pPNPbBp1/P5P1/7P/2R1N1K1 w - b6 0 39,https://www.chess.com/game/live/172301949648
2026-07-30,rapid,French Defense Steinitz Attack,43,white,middlegame,True,22.1,Bd2,Ne5+,4r3/3N1k2/r1pP4/1pP2p1p/pP2bBp1/b5P1/7P/3RNK2 w - - 0 43,https://www.chess.com/game/live/172301949648
2026-07-30,rapid,Scandinavian Defense,13,white,middlegame,True,39.7,Kh1,Nxh2,r1b1k2r/ppq2ppp/4pn2/2p3B1/2Q5/1PP2N1P/P4PPb/RN3RK1 w kq - 1 13,https://www.chess.com/game/live/172271714812
2026-07-30,rapid,Queens Pawn Opening Horwitz Defense,9,black,opening,False,28.8,Qg6,Qe7,r1b1kbnr/2p2pp1/p1nppq1p/8/1p1PNB2/3BPN2/PPP1QPPP/2KR3R b kq - 1 9,https://www.chess.com/game/live/172271504322
2026-07-30,rapid,Queens Pawn Opening Horwitz Defense,21,black,middlegame,True,22.1,Kf8,axb5,r3k2r/1bp2pq1/p5pp/1B2b3/1p6/1P2P3/P1P1QBPP/2KR3R b kq - 1 21,https://www.chess.com/game/live/172271504322
2026-07-30,rapid,Queens Pawn Opening Horwitz Defense,22,black,middlegame,False,22.7,Bc3,Bxg2,r4k1r/1bp2pq1/p5pp/4b3/1pB5/1P2P3/P1P1QBPP/2KR3R b - - 3 22,https://www.chess.com/game/live/172271504322
2026-07-30,rapid,Queens Pawn Opening Horwitz Defense,28,black,middlegame,False,28.5,Rhe8,Rhf8,r6r/2p2pk1/p1b3pp/8/1pBRP3/1P6/P1P3PP/2K2R2 b - - 2 28,https://www.chess.com/game/live/172271504322
2026-07-27,rapid,Sicilian Defense,8,white,opening,False,31.4,f4,Nf3,r1bq1r1k/pp1pbppp/2n1pn2/2p5/4P3/2PP2QP/PP2BPP1/RNB1K1NR w KQ - 5 8,https://www.chess.com/game/live/172155559048
2026-07-27,rapid,Sicilian Defense,9,white,opening,False,40.9,e5,Nf3,r1bq1rnk/pp1pbppp/2n1p3/2p5/4PP2/2PP2QP/PP2B1P1/RNB1K1NR w KQ - 1 9,https://www.chess.com/game/live/172155559048
2026-07-27,rapid,Sicilian Defense,10,white,opening,False,38.5,Bf3,Nf3,r1bq1rnk/pp2bppp/2npp3/2p1P3/5P2/2PP2QP/PP2B1P1/RNB1K1NR w KQ - 0 10,https://www.chess.com/game/live/172155559048
2026-07-27,rapid,Sicilian Defense,11,white,opening,False,27.0,Be3,h4,r2q1rnk/pp1bbppp/2npp3/2p1P3/5P2/2PP1BQP/PP4P1/RNB1K1NR w KQ - 2 11,https://www.chess.com/game/live/172155559048
2026-07-27,rapid,Nimzowitsch Larsen Attack Modern Variation,25,black,middlegame,False,55.2,cxb5,g6,r4rk1/4bpp1/1np5/pN1p1b2/1n2pP2/1P2P3/PBPPB3/1K1R2R1 b - - 0 25,https://www.chess.com/game/live/172130855332
2026-07-27,rapid,Nimzowitsch Larsen Attack Modern Variation,28,black,middlegame,True,27.0,a4,Rf7,r4rk1/4R3/1n6/pp1p1b2/1n2pP2/1P2P3/PBPPB3/1K1R4 b - - 0 28,https://www.chess.com/game/live/172130855332
2026-07-27,rapid,Nimzowitsch Larsen Attack Modern Variation,40,black,middlegame,True,54.6,Rc2,Bc2+,r1r5/4k3/5R2/1B6/4pP2/1b2P3/nB1P4/1K5R b - - 3 40,https://www.chess.com/game/live/172130855332
2026-07-26,rapid,English Opening Kings English Variation,9,black,opening,False,31.3,Bd8,Bxf5,rnb1k2r/pp2bpp1/2pp1n1p/5N2/2P1P3/2N5/PP3PPP/R1B1KB1R b KQkq - 2 9,https://www.chess.com/game/live/172085322878
